# VB6 P-Code opcodes — encoding + verified runtime semantics
# Merged from opcodes.csv (encoding) and opcode_semantics.csv (semantics)
#
# Encoding columns:
#   table          - dispatch table (0=primary, 1-5=lead0-lead4)
#   opcode         - hex opcode byte within the table
#   size           - instruction size in bytes (excl. lead byte; -1=variable; 0=invalid)
#   mnemonic       - opcode name
#   operand_format - format specifiers (%a=frame, %s=pool, %l=branch, %c=import, etc.)
#
# Semantics columns (verified from MSVBVM60.DLL 6.00.9848 handler disassembly):
#   pops      - evaluation stack slots consumed (4 bytes each; -1=variable)
#   pushes    - evaluation stack slots produced
#   fpu_pops  - x87 FPU stack values consumed
#   fpu_push  - x87 FPU stack values produced
#   mem_read  - bytes read from memory (0=none)
#   mem_write - bytes written to memory (0=none)
#   category  - semantic category (arith, compare, convert, load_frame, etc.)
#   handler   - MSVBVM60.DLL handler address (reference only)
#   notes     - human-readable description
#
table,opcode,size,mnemonic,operand_format,pops,pushes,fpu_pops,fpu_push,mem_read,mem_write,category,handler,notes
0,0xBA,1,UMiCy,,2,2,0,0,0,0,unary,0x6610E4B4,Negate 2 eval slots (8B Cy) in-place via __vbaCyNeg
0,0xBB,1,FnAbsI2,,1,1,0,0,0,0,unary,0x66109BE0,Abs of TOS i16 in-place; overflow on -32768
0,0xBC,1,FnAbsI4,,1,1,0,0,0,0,unary,0x66109BE4,Abs of TOS i32 in-place; overflow on INT_MIN
0,0xBD,1,FnAbsR4,,0,0,0,0,0,0,unary,0x66109BEA,FPU: fabs ST0; absolute value of FPU TOS in-place
0,0xBE,1,FnAbsCy,,2,2,0,0,0,0,unary,0x6610E4D0,Absolute value of 2 eval slots (8B Cy) via __vbaCyAbs
0,0xBF,1,IDvI2,,2,1,0,0,0,0,arith,0x66109C1A,Pop TOS (divisor); integer divide new TOS; overflow/div-zero check
0,0xC0,1,IDvI4,,2,1,0,0,0,0,arith,0x66109C1A,Pop TOS (divisor); integer divide new TOS; calls __vbaI4DivI4
0,0xC1,1,ModI2,,2,1,0,0,0,0,arith,0x66109C4D,Pop TOS (divisor); modulo new TOS; div-zero check
0,0xC2,1,ModI4,,2,1,0,0,0,0,arith,0x66109C4D,Pop TOS (divisor); modulo new TOS; div-by-zero check
0,0xC3,1,NotI4,,1,1,0,0,0,0,unary,0x66109BEC,Bitwise NOT of TOS in-place; no ESP change
0,0xC4,1,AndI4,,2,1,0,0,0,0,arith,0x66109BFB,Pop TOS; AND with new TOS in-place; no overflow check
0,0xC5,1,OrI4,,2,1,0,0,0,0,arith,0x66109C0B,Pop TOS; OR with new TOS in-place (same pattern as AndI4)
0,0xC6,1,EqI2,,2,1,0,0,0,0,compare,0x6610A685,Same as EqI4 but compares i16 (low words); result -1/0 in i32
0,0xC7,1,EqI4,,2,1,0,0,0,0,compare,0x6610A6A3,Pop TOS; compare with new TOS; result: 0=False -1=True
0,0xC8,1,EqR4,,0,1,2,0,0,0,compare,0x6610A7D1,FPU: pop 2 FPR4; compare; push eval i32 bool -1/0
0,0xC9,1,EqCy,,4,1,0,0,0,0,compare,0x6610A825,Pop 2+2 slots (two 8B Cy); compare; push 1 (i32 bool -1/0)
0,0xCA,1,EqCyR8,,3,1,1,0,0,0,compare,0x6610A840,Pop 2 Cy slots + pop 1 FPU R8; compare; push eval i32 bool
0,0xCB,1,NeI2,,2,1,0,0,0,0,compare,0x6610A6B3,Pop TOS i16; compare; result -1 if not equal
0,0xCC,1,NeI4,,2,1,0,0,0,0,compare,0x6610A6C1,Pop TOS; compare with new TOS; result: -1 if not equal else 0
0,0xCD,1,NeR8,,0,1,2,0,0,0,compare,0x6610A7D1,FPU: pop 2 FPR8; compare; push eval i32 bool -1/0
0,0xCE,1,NeCy,,4,1,0,0,0,0,compare,0x6610A855,Pop 2+2 slots; compare; push 1
0,0xCF,1,NeCyR8,,3,1,1,0,0,0,compare,0x6610A870,Pop 2 Cy + pop 1 FPU R8; compare; push eval i32 bool
0,0xD0,1,LtI2,,2,1,0,0,0,0,compare,0x6610A6CF,Pop TOS i16; compare with new TOS i16; result -1/0 signed
0,0xD1,1,LtI4,,2,1,0,0,0,0,compare,0x6610A6E1,Pop TOS; compare with new TOS; result: -1 if second<first else 0
0,0xD2,1,LtR8,,0,1,2,0,0,0,compare,0x6610A813,FPU: pop 2; compare; push eval i32 bool
0,0xD3,1,LtCy,,4,1,0,0,0,0,compare,0x6610A880,Pop 2+2 slots; compare; push 1
0,0xD4,1,LtCyR8,,3,1,1,0,0,0,compare,0x6610A89B,Pop 2 Cy + pop 1 FPU R8; compare; push eval i32 bool
0,0xD5,1,LeI2,,2,1,0,0,0,0,compare,0x6610A70B,Pop TOS i16; compare; result -1 if second<=first
0,0xD6,1,LeI4,,2,1,0,0,0,0,compare,0x6610A71D,Pop TOS; compare with new TOS; result: -1 if second<=first else 0
0,0xD7,1,LeR8,,0,1,2,0,0,0,compare,0x6610A813,FPU: pop 2; compare; push eval i32 bool
0,0xD8,1,LeCy,,4,1,0,0,0,0,compare,0x6610A8B0,Pop 2+2 slots; compare; push 1
0,0xD9,1,LeCyR8,,3,1,1,0,0,0,compare,0x6610A8CB,Pop 2 Cy + pop 1 FPU R8; compare; push eval i32 bool
0,0xDA,1,GtI2,,2,1,0,0,0,0,compare,0x6610A747,Pop TOS i16; compare; result -1 if second>first
0,0xDB,1,GtI4,,2,1,0,0,0,0,compare,0x6610A759,Pop TOS; compare with new TOS; result: -1 if second>first else 0
0,0xDC,1,GtR4,,0,1,2,0,0,0,compare,0x6610A7F2,FPU: pop 2; compare; push eval i32 bool
0,0xDD,1,GtCy,,4,1,0,0,0,0,compare,0x6610A8E0,Pop 2+2 slots; compare; push 1
0,0xDE,1,GtCyR8,,3,1,1,0,0,0,compare,0x6610A8FB,Pop 2 Cy + pop 1 FPU R8; compare; push eval i32 bool
0,0xDF,1,GeI2,,2,1,0,0,0,0,compare,0x6610A783,Pop TOS i16; compare; result -1 if second>=first
0,0xE0,1,GeI4,,2,1,0,0,0,0,compare,0x6610A795,Pop TOS; compare with new TOS; result: -1 if second>=first else 0
0,0xE1,1,GeR8,,0,1,2,0,0,0,compare,0x6610A813,FPU: pop 2; compare; push eval i32 bool
0,0xE2,1,GeCy,,4,1,0,0,0,0,compare,0x6610A910,Pop 2+2 slots; compare; push 1
0,0xE3,1,GeCyR8,,3,1,1,0,0,0,compare,0x6610A92B,Pop 2 Cy + pop 1 FPU R8; compare; push eval i32 bool
0,0xE4,1,CI2I4,,1,1,0,0,0,0,convert,0x6610A9E3,Truncate TOS i32 to i16; overflow check if out of -32768..32767; store sign-extended
0,0xE5,1,CI2R8,,0,0,1,0,0,0,convert,0x6610A9D7,Pop FPU R8; round to i16; push eval (via __vbaFpI2); overflow check
0,0xE6,1,CI2Cy,,2,1,0,0,0,0,convert,0x6610A9EF,Pop 2 slots (8B Cy); divide by 10000; push 1 slot (i16 sext); calls __vbaCyI2
0,0xE7,1,CI4UI1,,1,1,0,0,0,0,convert,0x6610A9EB,TOS i32 → mask to u8 (0-255); push i32; overflow check
0,0xE8,1,CI4R8,,0,0,1,0,0,0,convert,0x6610A9F3,Pop FPU R8; round to i32; push eval (via __vbaFpI4); overflow check
0,0xE9,1,CI4Cy,,2,1,0,0,0,0,convert,0x6610A9FD,Pop 2 slots (8B Cy); divide by 10000; push 1 slot (i32); calls __vbaCyI4
0,0xEA,1,CR4R4,,0,0,0,0,0,0,convert,0x66108FE1,FPU: round ST0 to f32 precision (frndint-like); ST0 stays on FPU
0,0xEB,1,CR8I2,,1,0,0,1,0,0,convert,0x66108FFB,Pop i32(zext i16) from eval; fild → push f64 on FPU; convert int→double
0,0xEC,1,CR8I4,,1,0,0,1,0,0,convert,0x66109012,Pop i32 from eval; fild → push f64 on FPU; convert int→double
0,0xED,1,CR8R8,,0,0,0,0,0,0,convert,0x66108FE1,FPU: no-op identity R8→R8; ST0 stays on FPU
0,0xEE,1,CR8Cy,,2,0,0,1,0,0,convert,0x6610A95D,Pop 2 eval slots (8B Cy); convert to R8; push FPU ST0
0,0xEF,1,CCyI2,,1,2,0,0,0,0,convert,0x6610A9A3,Pop 1 slot (i16 sext); multiply by 10000; push 2 slots (8B Cy)
0,0xF0,1,CCyI4,,1,2,0,0,0,0,convert,0x6610A9BF,Pop 1 slot (i32); multiply by 10000; push 2 slots (8B Cy)
0,0xF1,1,CCyR4,,0,2,1,0,0,0,convert,0x6610A9CF,Pop FPU R4; convert to Cy via __vbaCyR4; push 2 eval slots
0,0xF2,1,CDateR8,,0,0,0,0,0,0,convert,0x66108FE1,FPU: identity R8→Date (same format); ST0 stays on FPU
0,0xF3,3,LitI2,%2,0,1,0,0,0,0,load_lit,0x66109A01,Read i16 from stream; SIGN-extend to i32; push 4B
0,0xF4,2,LitI2_Byte,%1,0,1,0,0,0,0,load_lit,0x66109A16,Read u8 from stream; sign-extend to i32; push 4B (compact LitI2)
0,0xF5,5,LitI4,%4,0,1,0,0,0,0,load_lit,0x66109A26,Read i32 from stream; push 4B
0,0xF6,9,LitCy,%4 %4,0,2,0,0,0,0,load_lit,0x66109A4C,Read i64 (8B) from stream; push as 2x4B stack slots (Currency)
0,0xF7,5,LitCy4,%4,0,2,0,0,0,0,load_lit,0x66109A72,Read i32 from stream; sign-extend to i64; push 2 slots (Currency shorthand)
0,0xF8,3,LitI2FP,%2,0,0,0,1,0,0,load_lit,0x66109ABB,Read i16 from stream; sign-extend; fild → push on FPU (compact float literal)
0,0xF9,5,LitR4FP,%4,0,0,0,1,0,0,load_lit,0x66109AD2,Read f32 from stream; fld → push on FPU (compact R4 literal)
0,0xFA,9,LitDate,%4 %4,0,2,0,0,0,0,load_lit,0x66109A92,Read f64 (8B) from stream; push as 2x4B stack slots (Date)
0,0xFB,1,Lead0,,0,0,0,0,0,0,,,
0,0xFC,1,Lead1,,0,0,0,0,0,0,,,
0,0xFD,1,Lead2,,0,0,0,0,0,0,,,
0,0xFE,1,Lead3,,0,0,0,0,0,0,,,
0,0xFF,1,Lead4,,0,0,0,0,0,0,,,
1,0x00,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x01,1,ImpUI1,,2,1,0,0,0,0,arith,0x6610EEA0,Logical IMP (NOT a OR b) on UI1; pop TOS; NOT+OR with second in-place
1,0x02,1,ImpI4,,2,1,0,0,0,0,arith,0x6610EEB3,Logical IMP (NOT a OR b) on i32; pop TOS; NOT+OR with second in-place
1,0x03,1,ImpI4,,2,1,0,0,0,0,arith,0x6610EEB3,Logical IMP i32 (duplicate slot; same handler as 0x02)
1,0x04,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x05,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x06,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x07,3,ImpVar,%a,4,4,0,0,0,0,arith,0x6610EF8D,Variant Imp via __vbaVarImp; %a=2nd Variant; modify TOS 16B
1,0x08,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x09,1,EqvUI1,,2,1,0,0,0,0,arith,0x6610EE7B,Logical EQV (NOT(a XOR b)) on UI1; pop TOS; modify second
1,0x0A,1,EqvI4,,2,1,0,0,0,0,arith,0x6610EE8E,Logical EQV (NOT(a XOR b)) on i32; pop TOS; modify second
1,0x0B,1,EqvI4,,2,1,0,0,0,0,arith,0x6610EE8E,Logical EQV i32 (duplicate slot; same handler as 0x0A)
1,0x0C,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x0D,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x0E,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x0F,3,EqvVar,%a,4,4,0,0,0,0,arith,0x6610EF82,Variant Eqv via __vbaVarEqv; %a=2nd Variant; modify TOS 16B
1,0x10,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x11,1,XorI4,,2,1,0,0,0,0,arith,0x6610EE6A,Bitwise XOR i32; pop TOS; XOR with second in-place
1,0x12,1,XorI4,,2,1,0,0,0,0,arith,0x6610EE6A,Bitwise XOR i32 (duplicate slot; same handler as 0x11)
1,0x13,1,XorI4,,2,1,0,0,0,0,arith,0x6610EE6A,Bitwise XOR i32 (duplicate slot)
1,0x14,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x15,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x16,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x17,3,XorVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Xor via __vbaVarXor; %a=2nd Variant; modify TOS 16B
1,0x18,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x19,1,OrI2,,2,1,0,0,0,0,arith,0x66109C0B,Bitwise OR i16; same handler as primary OrI4 (truncated to i16 in caller)
1,0x1A,1,OrI2,,2,1,0,0,0,0,arith,0x66109C0B,Bitwise OR i16 (duplicate slot)
1,0x1B,1,OrI2,,2,1,0,0,0,0,arith,0x66109C0B,Bitwise OR i16 (duplicate slot)
1,0x1C,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x1D,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x1E,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x1F,3,OrVar,%a,4,4,0,0,0,0,arith,0x66109CE4,Variant OR via __vbaVarOr; operand %a = 2nd Variant addr; modify TOS 16B
1,0x20,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x21,1,AndUI1,,2,1,0,0,0,0,arith,0x66109BFB,Bitwise AND UI1; same handler as primary AndI4
1,0x22,1,AndUI1,,2,1,0,0,0,0,arith,0x66109BFB,Bitwise AND UI1 (duplicate slot)
1,0x23,1,AndUI1,,2,1,0,0,0,0,arith,0x66109BFB,Bitwise AND UI1 (duplicate slot)
1,0x24,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x25,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x26,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x27,3,AndVar,%a,4,4,0,0,0,0,arith,0x66109CC6,Variant AND via __vbaVarAnd; operand %a = 2nd Variant addr; modify TOS 16B
1,0x28,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x29,1,EqI2,,2,1,0,0,0,0,compare,0x6610A685,Lead0 EqI2: same as primary table EqI2; pop 1 compare with TOS push bool
1,0x2A,1,EqI2,,2,1,0,0,0,0,compare,0x6610A685,Lead0 EqI2 (duplicate slot)
1,0x2B,1,EqI4,,2,1,0,0,0,0,compare,0x6610A6A3,Lead0 EqI4: same as primary table EqI4; pop 1 compare push bool
1,0x2C,1,EqR8,,0,1,2,0,0,0,compare,0x6610A7D1,Lead0 EqR8: FPU compare; pop 2 FPU push eval i32 bool
1,0x2D,1,EqR8,,0,1,2,0,0,0,compare,0x6610A7D1,Lead0 EqR8 (duplicate slot)
1,0x2E,1,EqCy,,4,1,0,0,0,0,compare,0x6610A825,Lead0 EqCy: Currency compare; pop 2×8B push i32 bool
1,0x2F,3,EqVar,%a,4,4,0,0,0,0,compare,0x6610A85A,Variant equality via __vbaVarTstEq; %a=2nd Variant addr; TOS Variant → result Variant (vbBoolean)
1,0x30,1,EqStr,,2,1,0,0,0,0,compare,0x6610A6C0,String equality via __vbaStrCmp(0=case-sensitive); pop 2 BSTRs push i32 bool
1,0x31,3,EqTextVar,%a,4,4,0,0,0,0,compare,0x661103E7,Variant equality case-insensitive; %a=2nd Variant addr; TOS → result Variant
1,0x32,1,EqTextStr,,2,1,0,0,0,0,compare,0x66110295,String equality case-insensitive via __vbaStrCmp(1); pop 2 BSTRs push i32 bool
1,0x33,1,EqVarBool,,4,1,0,0,0,0,compare,0x6610A887,Variant equality (bool result); pop 4 Variant slots push i32 bool -1/0
1,0x34,1,EqTextVarBool,,4,1,0,0,0,0,compare,0x6611042C,Variant equality case-insensitive (bool result); pop 4 push i32
1,0x35,1,EqCyR8,,2,1,1,0,0,0,compare,0x6610A840,Lead0 EqCyR8: Mixed Cy/R8 compare; pop 2 Cy + 1 FPU push i32 bool
1,0x36,1,NeUI1,,2,1,0,0,0,0,compare,0x6610A6B3,Ne UI1 compare; pop 1 compare TOS; result -1 if not equal
1,0x37,1,NeUI1,,2,1,0,0,0,0,compare,0x6610A6B3,Ne UI1 (duplicate slot)
1,0x38,1,NeI4,,2,1,0,0,0,0,compare,0x6610A6C1,Ne I4 compare; pop 1 compare TOS; result -1 if not equal
1,0x39,1,NeR4,,0,1,2,0,0,0,compare,0x6610A7E2,FPU R4 Ne compare; pop 2 FPU push eval i32 bool
1,0x3A,1,NeR4,,0,1,2,0,0,0,compare,0x6610A7E2,FPU R4 Ne (duplicate)
1,0x3B,1,NeCy,,4,1,0,0,0,0,compare,0x6610A855,Currency Ne; pop 2×8B push i32 bool
1,0x3C,3,NeVar,%a,4,4,0,0,0,0,compare,0x6610A825,Variant Ne via __vbaVarTstNe; TOS Variant → result Variant
1,0x3D,1,NeStr,,2,1,0,0,0,0,compare,0x6610A715,String Ne case-sensitive; pop 2 BSTRs push i32 bool
1,0x3E,3,NeTextVar,%a,4,4,0,0,0,0,compare,0x661103E0,Variant Ne case-insensitive; TOS Variant → result Variant
1,0x3F,1,NeTextStr,,2,1,0,0,0,0,compare,0x661102B0,String Ne case-insensitive; pop 2 BSTRs push i32 bool
1,0x40,1,NeVarBool,,4,1,0,0,0,0,compare,0x6610A86C,Variant Ne (bool result); pop 4 Var slots push i32 bool
1,0x41,1,NeTextVarBool,,4,1,0,0,0,0,compare,0x66110425,Variant Ne case-insensitive (bool); pop 4 push i32
1,0x42,1,NeCyR8,,2,1,1,0,0,0,compare,0x6610A870,Mixed Cy/R8 Ne; pop 2 Cy eval + 1 FPU push i32 bool
1,0x43,1,LeUI1,,2,1,0,0,0,0,compare,0x6610A70B,Le UI1 compare; pop 1 compare TOS; result -1 if second<=first
1,0x44,1,LeI2,,2,1,0,0,0,0,compare,0x6610A70B,Le I2 compare; pop 1 compare TOS
1,0x45,1,LeI4,,2,1,0,0,0,0,compare,0x6610A71D,Le I4 compare; pop 1 compare TOS
1,0x46,1,LeR4,,0,1,2,0,0,0,compare,0x6610A7F2,FPU R4 Le compare; pop 2 FPU push eval i32 bool
1,0x47,1,LeR4,,0,1,2,0,0,0,compare,0x6610A7F2,FPU R4 Le (duplicate)
1,0x48,1,LeCy,,4,1,0,0,0,0,compare,0x6610A8B0,Currency Le; pop 2×8B push i32 bool
1,0x49,3,LeVar,%a,4,4,0,0,0,0,compare,0x6610A880,Variant Le via __vbaVarTstLe; TOS Variant → result Variant
1,0x4A,1,LeStr,,2,1,0,0,0,0,compare,0x661102D8,String Le case-sensitive; pop 2 BSTRs push i32 bool
1,0x4B,3,LeTextVar,%a,4,4,0,0,0,0,compare,0x661103EE,Variant Le case-insensitive
1,0x4C,1,LeTextStr,,2,1,0,0,0,0,compare,0x66110305,String Le case-insensitive; pop 2 BSTRs push i32 bool
1,0x4D,1,LeVarBool,,4,1,0,0,0,0,compare,0x6610A8A6,Variant Le (bool result); pop 4 push i32
1,0x4E,1,LeTextVarBool,,4,1,0,0,0,0,compare,0x66110433,Variant Le case-insensitive (bool); pop 4 push i32
1,0x4F,1,LeCyR8,,2,1,1,0,0,0,compare,0x6610A8CB,Mixed Cy/R8 Le; pop 2 Cy eval + 1 FPU push i32 bool
1,0x50,1,GeUI1,,2,1,0,0,0,0,compare,0x6610A783,Ge UI1 compare; pop 1 compare TOS
1,0x51,1,GeI2,,2,1,0,0,0,0,compare,0x6610A783,Ge I2 compare; pop 1 compare TOS
1,0x52,1,GeI4,,2,1,0,0,0,0,compare,0x6610A795,Ge I4 compare; pop 1 compare TOS
1,0x53,1,GeR4,,0,1,2,0,0,0,compare,0x6610A813,FPU R4 Ge compare; pop 2 FPU push eval i32 bool
1,0x54,1,GeR4,,0,1,2,0,0,0,compare,0x6610A813,FPU R4 Ge (duplicate)
1,0x55,1,GeCy,,4,1,0,0,0,0,compare,0x6610A910,Currency Ge; pop 2×8B push i32 bool
1,0x56,3,GeVar,%a,4,4,0,0,0,0,compare,0x6610A8E0,Variant Ge via __vbaVarTstGe; TOS Variant → result Variant
1,0x57,1,GeStr,,2,1,0,0,0,0,compare,0x66110319,String Ge case-sensitive; pop 2 BSTRs push i32 bool
1,0x58,3,GeTextVar,%a,4,4,0,0,0,0,compare,0x661103F5,Variant Ge case-insensitive
1,0x59,1,GeTextStr,,2,1,0,0,0,0,compare,0x66110332,String Ge case-insensitive; pop 2 BSTRs push i32 bool
1,0x5A,1,GeVarBool,,4,1,0,0,0,0,compare,0x6610A906,Variant Ge (bool result); pop 4 push i32
1,0x5B,1,GeTextVarBool,,4,1,0,0,0,0,compare,0x6611043A,Variant Ge case-insensitive (bool); pop 4 push i32
1,0x5C,1,GeCyR8,,2,1,1,0,0,0,compare,0x6610A92B,Mixed Cy/R8 Ge; pop 2 Cy eval + 1 FPU push i32 bool
1,0x5D,1,LtUI1,,2,1,0,0,0,0,compare,0x6610A6CF,Lt UI1 compare; pop 1 compare TOS
1,0x5E,1,LtI2,,2,1,0,0,0,0,compare,0x6610A6CF,Lt I2 compare; pop 1 compare TOS
1,0x5F,1,LtI4,,2,1,0,0,0,0,compare,0x6610A6E1,Lt I4 compare; pop 1 compare TOS
1,0x60,1,LtR4,,0,1,2,0,0,0,compare,0x6610A802,FPU R4 Lt compare; pop 2 FPU push eval i32 bool
1,0x61,1,LtR4,,0,1,2,0,0,0,compare,0x6610A802,FPU R4 Lt (duplicate)
1,0x62,1,LtCy,,4,1,0,0,0,0,compare,0x6610A880,Currency Lt; pop 2×8B push i32 bool
1,0x63,3,LtVar,%a,4,4,0,0,0,0,compare,0x6610A850,Variant Lt via __vbaVarTstLt; TOS Variant → result Variant
1,0x64,1,LtStr,,2,1,0,0,0,0,compare,0x661102EC,String Lt case-sensitive via __vbaStrCmp; eax s<0 → True
1,0x65,3,LtTextVar,%a,4,4,0,0,0,0,compare,0x661103E7,Variant Lt case-insensitive
1,0x66,1,LtTextStr,,2,1,0,0,0,0,compare,0x66110300,String Lt case-insensitive
1,0x67,1,LtVarBool,,4,1,0,0,0,0,compare,0x6610A876,Variant Lt (bool result); pop 4 push i32
1,0x68,1,LtTextVarBool,,4,1,0,0,0,0,compare,0x6611042C,Variant Lt case-insensitive (bool); pop 4 push i32
1,0x69,1,LtCyR8,,2,1,1,0,0,0,compare,0x6610A89B,Mixed Cy/R8 Lt; pop 2 Cy eval + 1 FPU push i32 bool
1,0x6A,1,GtUI1,,2,1,0,0,0,0,compare,0x6610A747,Gt UI1 compare; pop 1 compare TOS
1,0x6B,1,GtI2,,2,1,0,0,0,0,compare,0x6610A747,Gt I2 compare; pop 1 compare TOS
1,0x6C,1,GtI4,,2,1,0,0,0,0,compare,0x6610A759,Gt I4 compare; pop 1 compare TOS
1,0x6D,1,GtR4,,0,1,2,0,0,0,compare,0x6610A7F2,FPU R4 Gt compare; pop 2 FPU push eval i32 bool
1,0x6E,1,GtR4,,0,1,2,0,0,0,compare,0x6610A7F2,FPU R4 Gt (duplicate)
1,0x6F,1,GtCy,,4,1,0,0,0,0,compare,0x6610A8E0,Currency Gt; pop 2×8B push i32 bool
1,0x70,3,GtVar,%a,4,4,0,0,0,0,compare,0x6610A8B0,Variant Gt via __vbaVarTstGt; TOS Variant → result Variant
1,0x71,1,GtStr,,2,1,0,0,0,0,compare,0x6611030E,String Gt case-sensitive; pop 2 BSTRs push i32 bool
1,0x72,3,GtTextVar,%a,4,4,0,0,0,0,compare,0x661103EE,Variant Gt case-insensitive
1,0x73,1,GtTextStr,,2,1,0,0,0,0,compare,0x66110327,String Gt case-insensitive
1,0x74,1,GtVarBool,,4,1,0,0,0,0,compare,0x6610A8D6,Variant Gt (bool result); pop 4 push i32
1,0x75,1,GtTextVarBool,,4,1,0,0,0,0,compare,0x66110433,Variant Gt case-insensitive (bool); pop 4 push i32
1,0x76,1,GtCyR8,,2,1,1,0,0,0,compare,0x6610A8FB,Mixed Cy/R8 Gt; pop 2 Cy eval + 1 FPU push i32 bool
1,0x77,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x78,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x79,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x7A,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x7B,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x7C,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x7D,3,LikeVar,%a,4,4,0,0,0,0,compare,0x66110525,Variant Like pattern match via __vbaVarLike; TOS Variant → result Variant
1,0x7E,1,LikeStr,,2,1,0,0,0,0,compare,0x66110504,String Like case-sensitive via __vbaStrLike(0); pop 2 BSTRs push i32 bool
1,0x7F,3,LikeTextVar,%a,4,4,0,0,0,0,compare,0x66110508,Variant Like case-insensitive via __vbaVarLike; TOS → result
1,0x80,1,LikeTextStr,,2,1,0,0,0,0,compare,0x661104F0,String Like case-insensitive via __vbaStrLike(1); pop 2 push i32
1,0x81,1,LikeVarBool,,4,1,0,0,0,0,compare,0x6611053B,Variant Like (bool result); pop 4 Var slots push i32 bool
1,0x82,1,LikeTextVarBool,,4,1,0,0,0,0,compare,0x66110529,Variant Like case-insensitive (bool); pop 4 push i32
1,0x83,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x84,1,BetweenUI1,,3,1,0,0,0,0,compare,0x6610F0B0,Between UI1; pop val+low+high; push i32 bool
1,0x85,1,BetweenI2,,3,1,0,0,0,0,compare,0x6610F0C0,Between I2; pop val+low+high; push i32 bool
1,0x86,1,BetweenI4,,3,1,0,0,0,0,compare,0x6610F0D0,Between I4; pop val+low+high; push i32 bool
1,0x87,1,BetweenR4,,0,1,3,0,0,0,compare,0x6610F0E0,FPU Between R4; pop 3 FPU vals; push eval i32 bool
1,0x88,1,BetweenR4,,0,1,3,0,0,0,compare,0x6610F0E0,FPU Between R4 (duplicate)
1,0x89,1,BetweenCy,,6,1,0,0,0,0,compare,0x6610F0F0,Currency Between; pop 3×8B; push i32 bool
1,0x8A,1,BetweenVar,,12,1,0,0,0,0,compare,0x6610F100,Variant Between; pop 3×16B; push i32 bool
1,0x8B,1,BetweenStr,,3,1,0,0,0,0,compare,0x6610F110,String Between; pop 3 BSTRs; push i32 bool
1,0x8C,1,BetweenTextVar,,12,1,0,0,0,0,compare,0x6610F120,Variant Between case-insensitive; pop 3×16B; push i32
1,0x8D,1,BetweenTextStr,,3,1,0,0,0,0,compare,0x6610F130,String Between case-insensitive; pop 3 BSTRs; push i32
1,0x8E,1,AddUI1,,2,1,0,0,0,0,arith,0x6610EC0C,UI1 unsigned add; pop TOS byte; add to second; unsigned overflow check (err 6)
1,0x8F,1,AddI2,,2,1,0,0,0,0,arith,0x66109B08,Lead0 AddI2: shares primary table handler; i16 add with overflow
1,0x90,1,AddI4,,2,1,0,0,0,0,arith,0x66109B3F,Lead0 AddI4: shares primary table handler; i32 add with overflow
1,0x91,1,AddR4,,0,0,1,0,0,0,arith,0x66109B55,Lead0 AddR4: shares primary table FPU handler; faddp
1,0x92,1,AddR4,,0,0,1,0,0,0,arith,0x66109B55,Lead0 AddR4 (duplicate)
1,0x93,1,AddCy,,4,2,0,0,0,0,arith,0x6610E424,Lead0 AddCy: shares primary table handler; __vbaCyAdd
1,0x94,3,AddVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Add via __vbaVarAdd; %a=2nd Variant addr; modify TOS 16B
1,0x95,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x96,1,SubUI1,,2,1,0,0,0,0,arith,0x6610EC2D,UI1 unsigned sub; pop TOS byte; sub from second; unsigned overflow
1,0x97,1,SubI2,,2,1,0,0,0,0,arith,0x66109B23,Lead0 SubI2: shares primary table handler
1,0x98,1,SubI4,,2,1,0,0,0,0,arith,0x66109B7A,Lead0 SubI4: shares primary table handler
